reshares,likes,created_at
,"{'total': 1, 'user_ids': [1166007]}",2021-01-30T03:53:20Z
,"{'total': 1, 'user_ids': [315217]}",2021-02-04T18:29:15Z
"{'reshared_count': 1, 'user_ids': [3534810]}","{'total': 9, 'user_ids': [690989, 3944512, 4442147, 1231267, 623330, 4002320, 772853, 1403014, 4601450]}",2021-01-28T20:01:16Z
,,2021-01-14T22:32:47Z
,"{'total': 1, 'user_ids': [1878138]}",2021-01-14T00:34:43Z
,"{'total': 2, 'user_ids': [4759823, 4378547]}",2021-01-29T15:35:39Z
,"{'total': 3, 'user_ids': [4539814, 1598208, 4301923]}",2021-01-29T05:21:37Z
,"{'total': 3, 'user_ids': [4547102, 1856828, 580584]}",2021-01-28T17:20:12Z
,,2021-01-26T23:31:05Z
,,2021-01-22T14:52:44Z
,,2021-01-24T01:24:58Z
,,2021-02-05T18:49:36Z
,,2021-01-14T21:11:58Z
,"{'total': 7, 'user_ids': [4643866, 676615, 1106957, 1146030, 1398477, 3492113, 482468]}",2021-02-02T12:33:34Z
,"{'total': 2, 'user_ids': [3332215, 4530827]}",2021-01-27T14:31:20Z
"{'reshared_count': 1, 'user_ids': [4490771]}","{'total': 9, 'user_ids': [2945098, 4490771, 1883926, 1361905, 4249266, 1211191, 4304507, 1441337, 1273329]}",2021-01-30T15:20:46Z
,"{'total': 4, 'user_ids': [4685522, 2081899, 1361905, 3422674]}",2021-01-26T18:40:36Z
,"{'total': 2, 'user_ids': [4552091, 339435]}",2021-02-25T00:55:38Z
,,2021-01-27T18:22:34Z
,"{'total': 29, 'user_ids': [4734009, 690989, 2164792, 3661319, 1182135, 3505038, 3444717, 1790556, 4542948, 1111325, 4212476, 341421, 904256, 3327266, 4380093, 3571781, 1665682, 4449758, 2196103, 1021729, 1947320, 115197, 3041929, 1727981, 176364, 1789451, 1749524, 2201199, 1156238]}",2021-01-28T00:03:08Z
,,2021-02-04T21:20:55Z
,,2021-02-24T22:48:37Z
,"{'total': 2, 'user_ids': [2179605, 4785402]}",2021-02-02T17:28:39Z
,"{'total': 3, 'user_ids': [4073773, 1695675, 4471487]}",2021-01-20T14:46:54Z
,,2021-02-02T13:59:06Z
,"{'total': 1, 'user_ids': [3690110]}",2021-02-04T18:26:59Z
,"{'total': 6, 'user_ids': [4362613, 1118054, 4203329, 2962600, 3406697, 3664320]}",2021-02-02T04:33:58Z
,"{'total': 4, 'user_ids': [866415, 1615220, 4535195, 3967462]}",2021-01-29T22:21:44Z
"{'reshared_count': 1, 'user_ids': [3930821]}","{'total': 16, 'user_ids': [2038101, 1367578, 4432079, 3930821, 473102, 858768, 1469787, 2266716, 1638880, 1298079, 4339800, 255251, 3282062, 4394193, 3772071, 1555010]}",2021-01-27T04:54:03Z
,"{'total': 6, 'user_ids': [3853722, 3810925, 5108483, 3255783, 3921587, 4959247]}",2021-02-26T03:00:25Z
,"{'total': 1, 'user_ids': [302131]}",2021-02-02T14:15:01Z
,,2021-01-26T18:10:13Z
,"{'total': 1, 'user_ids': [4176123]}",2021-02-18T21:57:03Z
"{'reshared_count': 1, 'user_ids': [4640980]}","{'total': 3, 'user_ids': [1426885, 994308, 4640980]}",2021-01-30T16:40:15Z
,"{'total': 2, 'user_ids': [4300353, 4707396]}",2021-01-30T01:27:18Z
,"{'total': 2, 'user_ids': [4325654, 4512527]}",2021-02-05T20:15:18Z
"{'reshared_count': 1, 'user_ids': [2871445]}","{'total': 1, 'user_ids': [3342125]}",2021-01-13T20:46:34Z
,"{'total': 2, 'user_ids': [2897727, 444948]}",2021-01-23T00:16:50Z
,"{'total': 1, 'user_ids': [809966]}",2021-02-02T05:59:20Z
,"{'total': 2, 'user_ids': [4702504, 3579849]}",2021-02-02T23:30:17Z
,"{'total': 2, 'user_ids': [4331372, 4479913]}",2021-01-21T20:40:17Z
,"{'total': 5, 'user_ids': [4274370, 3958804, 690989, 4438722, 4318941]}",2021-01-25T17:13:22Z
,"{'total': 1, 'user_ids': [4315536]}",2021-01-14T17:14:27Z
,"{'total': 1, 'user_ids': [4427947]}",2021-01-26T20:22:35Z
,"{'total': 4, 'user_ids': [4584175, 4453235, 4087825, 1761488]}",2021-02-04T21:31:19Z
,,2021-02-01T03:47:41Z
,,2021-02-09T19:20:29Z
,"{'total': 3, 'user_ids': [4301564, 2269386, 2955051]}",2021-01-26T21:56:50Z
,,2021-02-01T20:53:08Z
,"{'total': 4, 'user_ids': [2945098, 3520117, 3608020, 957502]}",2021-02-03T11:04:04Z
,"{'total': 1, 'user_ids': [4530827]}",2021-02-01T16:27:56Z
,"{'total': 8, 'user_ids': [3921587, 4898674, 3903978, 4998294, 4950099, 3281814, 4653517, 3608020]}",2021-02-25T09:30:51Z
,"{'total': 4, 'user_ids': [4485018, 4468305, 3280362, 3003244]}",2021-02-01T20:03:06Z
,"{'total': 2, 'user_ids': [391012, 2254385]}",2021-02-04T22:23:28Z
,"{'total': 1, 'user_ids': [4429826]}",2021-01-28T12:36:55Z
,"{'total': 2, 'user_ids': [4454447, 3629877]}",2021-01-26T22:50:08Z
,"{'total': 31, 'user_ids': [811183, 4056414, 3086356, 3912081, 909023, 4586075, 4669493, 690989, 4706445, 706168, 3415021, 1677710, 3997824, 3179128, 4690526, 4711156, 4778050, 1949122, 4759987, 4288534, 4767079, 2763492, 4719105, 4041588, 4694247, 4593722, 4724548, 3761535, 3404664, 3224090, 3682563]}",2021-01-29T21:41:02Z
,,2021-01-27T15:46:25Z
,,2021-02-25T14:28:39Z
,"{'total': 2, 'user_ids': [1146450, 3432971]}",2021-02-25T16:28:16Z
,"{'total': 1, 'user_ids': [3173691]}",2021-01-27T15:29:31Z
,,2021-01-26T20:42:17Z
,"{'total': 1, 'user_ids': [1667287]}",2021-02-24T22:28:10Z
,"{'total': 1, 'user_ids': [4382899]}",2021-02-25T20:19:08Z
,,2021-01-29T18:36:05Z
,"{'total': 2, 'user_ids': [4819761, 3915303]}",2021-02-05T19:34:41Z
,,2021-01-28T23:46:15Z
,"{'total': 19, 'user_ids': [3227189, 4644039, 4395473, 4915570, 5031805, 3516850, 4179292, 5070819, 4347523, 3011634, 4959247, 1686072, 1243494, 3728738, 3222766, 3346050, 4627035, 3117449, 3608020]}",2021-02-26T08:06:26Z
,,2021-01-28T15:22:59Z
,"{'total': 1, 'user_ids': [4951901]}",2021-02-19T15:25:17Z
,,2021-02-24T21:57:21Z
,"{'total': 5, 'user_ids': [2195331, 600160, 3604502, 597661, 697080]}",2021-01-28T14:23:07Z
,"{'total': 3, 'user_ids': [4575697, 3627035, 3061384]}",2021-01-26T20:14:08Z
,"{'total': 5, 'user_ids': [3579849, 1613851, 4796192, 4512527, 3802166]}",2021-02-22T20:32:26Z
,,2021-02-02T19:41:27Z
,"{'total': 2, 'user_ids': [1969297, 3929419]}",2021-01-26T22:05:32Z
,"{'total': 9, 'user_ids': [4538601, 5108966, 2892781, 3600797, 5108729, 5106033, 4560426, 3874283, 4604886]}",2021-02-25T04:06:32Z
,"{'total': 3, 'user_ids': [4233997, 796078, 4822846]}",2021-02-02T01:19:34Z
,"{'total': 2, 'user_ids': [4512527, 4270974]}",2021-02-08T03:10:46Z
,,2021-02-24T21:07:03Z
,"{'total': 7, 'user_ids': [71028, 3029600, 4076716, 4482250, 4377118, 3996944, 205824]}",2021-01-29T08:34:53Z
,,2021-02-01T15:52:08Z
,,2021-02-18T19:58:04Z
,,2021-02-18T17:43:11Z
,"{'total': 1, 'user_ids': [856683]}",2021-02-17T18:18:40Z
,,2021-02-25T18:20:02Z
,"{'total': 2, 'user_ids': [1002497, 4431075]}",2021-02-09T02:46:35Z
,"{'total': 7, 'user_ids': [2872993, 4322170, 3149318, 2962482, 4287660, 2013531, 3532554]}",2021-01-29T14:46:49Z
,"{'total': 3, 'user_ids': [4647822, 4227853, 3312214]}",2021-01-31T06:58:55Z
,,2021-01-28T16:04:42Z
"{'reshared_count': 1, 'user_ids': [4631094]}","{'total': 4, 'user_ids': [2147568, 4631094, 440821, 2032940]}",2021-01-28T18:45:37Z
,"{'total': 4, 'user_ids': [3683244, 3852318, 846203, 4439714]}",2021-02-20T04:45:56Z
,,2021-01-27T01:33:21Z
,"{'total': 2, 'user_ids': [4512527, 1695675]}",2021-02-01T12:35:15Z
,"{'total': 2, 'user_ids': [4512527, 4010918]}",2021-01-30T01:50:11Z
,"{'total': 1, 'user_ids': [5041337]}",2021-02-26T20:39:58Z
,"{'total': 1, 'user_ids': [4785517]}",2021-02-02T10:08:10Z
,,2021-02-01T14:39:00Z
,"{'total': 2, 'user_ids': [3722110, 4077010]}",2021-01-28T16:23:21Z
,"{'total': 2, 'user_ids': [3429138, 1523114]}",2021-02-02T16:41:42Z
,"{'total': 5, 'user_ids': [4523003, 3864315, 2047393, 3608020, 4249549]}",2021-02-12T14:49:47Z
,"{'total': 4, 'user_ids': [4490771, 3558331, 4227853, 3933573]}",2021-01-28T03:01:42Z
,,2021-01-28T16:21:55Z
,"{'total': 1, 'user_ids': [4512344]}",2021-01-25T18:14:38Z
,"{'total': 1, 'user_ids': [5046195]}",2021-02-25T17:17:36Z
,"{'total': 2, 'user_ids': [3579849, 1781823]}",2021-02-02T23:33:52Z
,"{'total': 2, 'user_ids': [4656660, 3816252]}",2021-01-29T09:04:11Z
,"{'total': 3, 'user_ids': [4333467, 4182698, 4572460]}",2021-01-27T14:52:30Z
,,2021-01-25T19:24:44Z
,"{'total': 1, 'user_ids': [4424594]}",2021-02-01T04:42:46Z
,"{'total': 1, 'user_ids': [4937213]}",2021-02-25T07:08:44Z
,"{'total': 2, 'user_ids': [3821473, 979714]}",2021-01-22T21:04:52Z
,"{'total': 1, 'user_ids': [2985284]}",2021-01-28T16:27:57Z
,"{'total': 1, 'user_ids': [3552567]}",2021-01-22T16:55:20Z
,"{'total': 4, 'user_ids': [3211804, 3903804, 1103788, 4118280]}",2021-01-27T08:18:30Z
,,2021-02-01T19:49:23Z
,,2021-02-25T19:06:58Z
,"{'total': 4, 'user_ids': [1044889, 3406476, 3745579, 4803287]}",2021-02-25T06:51:46Z
"{'reshared_count': 1, 'user_ids': [5111231]}","{'total': 5, 'user_ids': [4419587, 1491332, 4747370, 832085, 459086]}",2021-02-26T13:20:09Z
,"{'total': 2, 'user_ids': [4711267, 4299798]}",2021-01-27T10:36:19Z
,"{'total': 1, 'user_ids': [5003892]}",2021-02-24T20:40:06Z
,,2021-01-27T12:26:25Z
,"{'total': 2, 'user_ids': [3313473, 4635127]}",2021-01-29T20:10:19Z
,,2021-01-29T19:27:31Z
,"{'total': 1, 'user_ids': [2919211]}",2021-02-07T04:23:20Z
,,2021-01-25T19:54:19Z
,"{'total': 1, 'user_ids': [1361905]}",2021-02-02T16:51:44Z
,"{'total': 1, 'user_ids': [4073773]}",2021-01-28T16:57:41Z
,,2021-02-10T15:01:30Z
,"{'total': 1, 'user_ids': [4444476]}",2021-02-04T15:17:01Z
,,2021-01-26T21:32:54Z
,"{'total': 1, 'user_ids': [3975548]}",2021-01-13T14:12:21Z
,"{'total': 3, 'user_ids': [4073773, 4530827, 3949630]}",2021-01-20T18:45:36Z
,"{'total': 1, 'user_ids': [467701]}",2021-01-25T13:28:36Z
,,2021-02-25T17:20:54Z
,"{'total': 1, 'user_ids': [4590677]}",2021-01-25T18:29:42Z
,,2021-02-17T13:58:57Z
,"{'total': 1, 'user_ids': [4972525]}",2021-02-23T15:07:37Z
,,2021-01-22T17:24:34Z
"{'reshared_count': 1, 'user_ids': [894875]}","{'total': 4, 'user_ids': [4156265, 4739244, 3765128, 4465620]}",2021-02-02T15:37:53Z
,"{'total': 3, 'user_ids': [3608020, 3579849, 4499929]}",2021-02-26T13:46:18Z
"{'reshared_count': 1, 'user_ids': [4060507]}","{'total': 5, 'user_ids': [3741101, 4010918, 3559073, 3453610, 4349594]}",2021-01-28T14:34:30Z
,"{'total': 1, 'user_ids': [4102373]}",2021-02-02T15:48:08Z
,"{'total': 1, 'user_ids': [873822]}",2021-01-25T15:58:57Z
,"{'total': 1, 'user_ids': [4758087]}",2021-01-28T22:08:24Z
,"{'total': 2, 'user_ids': [3468806, 4637876]}",2021-01-27T11:41:02Z
,"{'total': 5, 'user_ids': [3173585, 3429093, 3523006, 4594229, 1247163]}",2021-01-19T14:50:34Z
,"{'total': 2, 'user_ids': [3202038, 4641979]}",2021-01-28T02:50:41Z
,"{'total': 1, 'user_ids': [4601237]}",2021-01-25T17:22:26Z
,"{'total': 3, 'user_ids': [3765616, 4543127, 2265445]}",2021-01-13T16:48:06Z
,"{'total': 7, 'user_ids': [4468814, 903304, 4371018, 4494593, 1339205, 3191178, 3411387]}",2021-01-22T22:20:16Z
,"{'total': 3, 'user_ids': [4227551, 3850054, 3064104]}",2021-02-08T18:33:33Z
,,2021-01-28T16:05:42Z
,"{'total': 3, 'user_ids': [4046456, 4782777, 4071196]}",2021-02-04T16:57:05Z
,"{'total': 5, 'user_ids': [2173209, 1002497, 1372514, 3349985, 676615]}",2021-02-07T18:28:34Z
,"{'total': 1, 'user_ids': [3975548]}",2021-01-12T16:22:40Z
,,2021-01-27T14:13:56Z
,"{'total': 6, 'user_ids': [803739, 3308196, 1998637, 646424, 4404638, 4626059]}",2021-01-26T22:41:21Z
,,2021-01-29T15:12:48Z
,"{'total': 2, 'user_ids': [715297, 1483075]}",2021-01-25T14:21:16Z
,"{'total': 11, 'user_ids': [1019127, 3512376, 281496, 4658822, 4303072, 4700235, 3904485, 4222517, 3806121, 3827208, 4385478]}",2021-01-28T20:36:35Z
,"{'total': 2, 'user_ids': [4252230, 3579849]}",2021-02-03T17:28:55Z
,"{'total': 5, 'user_ids': [3189149, 1870751, 3367994, 4832955, 2000314]}",2021-02-24T21:49:03Z
,"{'total': 1, 'user_ids': [4099992]}",2021-02-10T18:03:19Z
,"{'total': 3, 'user_ids': [4351390, 3903804, 1189920]}",2021-01-29T18:23:23Z
,"{'total': 17, 'user_ids': [3304024, 1028581, 301224, 1615100, 4497947, 2918148, 4106768, 3792027, 198791, 1914647, 4518421, 1686072, 1145122, 1555219, 3754520, 4328940, 3280542]}",2021-02-01T07:01:25Z
,,2021-01-27T23:47:46Z
,"{'total': 1, 'user_ids': [4038213]}",2021-01-27T16:06:02Z
,"{'total': 3, 'user_ids': [3359018, 462683, 4751451]}",2021-02-02T22:23:19Z
,,2021-02-04T18:20:59Z
,"{'total': 5, 'user_ids': [5078221, 4652105, 1353395, 4491040, 5134075]}",2021-02-25T05:16:59Z
,"{'total': 4, 'user_ids': [3787936, 1416243, 4491040, 1139778]}",2021-02-08T21:02:14Z
,"{'total': 1, 'user_ids': [4468579]}",2021-02-02T17:52:24Z
,,2021-02-19T16:32:31Z
,,2021-02-26T21:08:21Z
,,2021-02-04T23:03:56Z
,,2021-02-03T21:45:26Z
,"{'total': 3, 'user_ids': [4499431, 1226089, 4579304]}",2021-02-25T19:39:14Z
,,2021-02-01T18:56:09Z
,"{'total': 3, 'user_ids': [1603076, 4662405, 690989]}",2021-01-26T18:02:16Z
,"{'total': 10, 'user_ids': [3921587, 3770446, 1219286, 1815375, 2888531, 3413487, 4490771, 3905719, 3109411, 3608020]}",2021-02-03T11:38:22Z
,,2021-01-22T20:06:17Z
,"{'total': 7, 'user_ids': [4333467, 4613395, 3772159, 4628881, 4794825, 4526585, 4144642]}",2021-02-02T15:53:12Z
,,2021-01-26T13:07:22Z
,"{'total': 7, 'user_ids': [4671657, 736801, 1352124, 4535439, 4435711, 170455, 4461299]}",2021-01-27T02:30:05Z
,"{'total': 3, 'user_ids': [5132584, 4653517, 3558190]}",2021-02-25T09:30:51Z
,,2021-01-21T16:52:29Z
,,2021-02-09T15:41:10Z
,,2021-02-01T14:39:19Z
,"{'total': 3, 'user_ids': [2991434, 4512527, 3507627]}",2021-02-24T15:10:34Z
,,2021-02-01T18:15:56Z
,,2021-02-20T20:29:53Z
,"{'total': 2, 'user_ids': [3338382, 3411387]}",2021-01-26T20:28:28Z
,,2021-02-26T21:00:52Z
,"{'total': 4, 'user_ids': [4510772, 1437296, 4010918, 4820764]}",2021-02-01T17:29:07Z
,"{'total': 2, 'user_ids': [4425817, 2977542]}",2021-02-24T21:35:06Z
,,2021-01-29T14:25:17Z
,"{'total': 4, 'user_ids': [819540, 3579849, 4787771, 4785402]}",2021-02-03T21:34:22Z
,"{'total': 9, 'user_ids': [3579849, 3609641, 2894689, 3676715, 4188345, 3862546, 4486164, 3453746, 3812652]}",2021-02-02T16:16:43Z
,"{'total': 2, 'user_ids': [3172839, 4395473]}",2021-02-25T17:16:06Z
,"{'total': 6, 'user_ids': [1436857, 4530827, 3033999, 4557354, 3311523, 4351390]}",2021-01-15T14:33:34Z
,,2021-02-02T16:16:01Z
,"{'total': 2, 'user_ids': [3574060, 4512527]}",2021-02-10T13:22:51Z
,"{'total': 1, 'user_ids': [4171040]}",2021-01-30T19:27:23Z
,"{'total': 2, 'user_ids': [4390974, 1437296]}",2021-01-26T19:07:55Z
,"{'total': 2, 'user_ids': [3812707, 3192777]}",2021-01-29T15:53:14Z
,"{'total': 4, 'user_ids': [3181992, 3666725, 444649, 4406849]}",2021-01-25T17:19:58Z
,"{'total': 2, 'user_ids': [813206, 3354126]}",2021-01-25T19:25:44Z
,"{'total': 3, 'user_ids': [3837772, 2952253, 901847]}",2021-01-26T17:26:09Z
,"{'total': 2, 'user_ids': [4625588, 3122997]}",2021-02-26T22:17:21Z
,,2021-01-31T10:38:11Z
,,2021-02-01T09:39:30Z
,"{'total': 2, 'user_ids': [4842255, 5023386]}",2021-02-23T14:17:32Z
,"{'total': 2, 'user_ids': [1550944, 1028581]}",2021-02-03T00:53:25Z
,,2021-01-13T16:13:07Z
,"{'total': 3, 'user_ids': [1192003, 3628263, 4391947]}",2021-02-09T17:41:29Z
,"{'total': 2, 'user_ids': [3182907, 646424]}",2021-01-28T00:52:20Z
,,2021-01-28T09:13:52Z
,,2021-01-26T20:53:54Z
,"{'total': 7, 'user_ids': [1632737, 4434168, 398594, 3176260, 3656281, 4545277, 1068245]}",2021-01-28T10:27:31Z
,"{'total': 2, 'user_ids': [903618, 3484335]}",2021-01-26T22:06:04Z
,,2021-02-01T22:37:53Z
,"{'total': 4, 'user_ids': [2943590, 3759354, 3448358, 4930924]}",2021-02-09T15:59:17Z
"{'reshared_count': 1, 'user_ids': [4081943]}","{'total': 3, 'user_ids': [4186417, 1146450, 3357133]}",2021-02-03T20:32:47Z
,"{'total': 9, 'user_ids': [4756020, 4140538, 4711416, 1374748, 1072597, 4881609, 3904193, 2857336, 4856300]}",2021-02-05T15:48:59Z
,"{'total': 2, 'user_ids': [3509728, 202331]}",2021-02-02T13:12:45Z
,,2021-02-25T17:43:22Z
,"{'total': 8, 'user_ids': [4583463, 3884973, 4664117, 3125530, 3776174, 3388501, 4601237, 3903804]}",2021-01-26T21:42:59Z
,"{'total': 1, 'user_ids': [4372010]}",2021-02-03T00:32:10Z
,"{'total': 7, 'user_ids': [3579849, 4839778, 1666873, 1613851, 2173209, 1815666, 666634]}",2021-02-03T18:36:48Z
,,2021-02-25T21:13:03Z
,,2021-01-30T00:26:02Z
,"{'total': 2, 'user_ids': [4328984, 4579537]}",2021-01-27T10:01:35Z
,,2021-01-28T14:12:52Z
,,2021-01-27T22:57:42Z
,"{'total': 1, 'user_ids': [3579849]}",2021-02-01T15:37:17Z
,"{'total': 1, 'user_ids': [4557354]}",2021-01-28T12:25:07Z
"{'reshared_count': 1, 'user_ids': [4692368]}","{'total': 3, 'user_ids': [3975548, 3879659, 3407368]}",2021-01-26T13:07:47Z
,"{'total': 2, 'user_ids': [1691990, 4578084]}",2021-01-27T20:28:15Z
,"{'total': 2, 'user_ids': [3064104, 1792834]}",2021-02-08T18:40:30Z
,"{'total': 2, 'user_ids': [3281814, 1146030]}",2021-02-22T13:00:00Z
"{'reshared_count': 1, 'user_ids': [3712786]}","{'total': 14, 'user_ids': [1926536, 1969956, 1757064, 3607154, 1402381, 4136628, 4120211, 3545787, 4412254, 2786065, 1513363, 2192807, 1286362, 1748402]}",2021-01-25T09:55:27Z
,,2021-02-09T14:28:34Z
,"{'total': 2, 'user_ids': [4512527, 3933830]}",2021-02-03T12:57:38Z
,"{'total': 1, 'user_ids': [3274749]}",2021-01-26T20:29:42Z
,"{'total': 7, 'user_ids': [4283548, 2014771, 1173959, 3158878, 2870006, 3229577, 3228119]}",2021-02-24T20:54:10Z
,"{'total': 5, 'user_ids': [3546853, 4438357, 4808954, 2976850, 5084986]}",2021-02-24T22:19:39Z
,"{'total': 19, 'user_ids': [613472, 3579849, 4336297, 4293071, 3803425, 984253, 822285, 1499907, 2164869, 918147, 470393, 3439754, 199592, 1651851, 4190610, 672167, 1932360, 4301714, 820757]}",2021-01-30T18:06:00Z
,"{'total': 2, 'user_ids': [432473, 4304433]}",2021-02-25T14:46:59Z
,,2021-02-01T01:44:15Z
,"{'total': 1, 'user_ids': [3801767]}",2021-01-30T05:46:28Z
,"{'total': 5, 'user_ids': [3257660, 3834671, 1819783, 4233997, 4079236]}",2021-01-27T17:16:07Z
,"{'total': 1, 'user_ids': [4914460]}",2021-02-26T20:17:25Z
"{'reshared_count': 1, 'user_ids': [3603710]}","{'total': 1, 'user_ids': [307831]}",2021-01-26T17:34:51Z
,"{'total': 3, 'user_ids': [4671052, 4462235, 4895027]}",2021-02-10T14:37:35Z
,"{'total': 1, 'user_ids': [990900]}",2021-01-25T09:00:50Z
,,2021-02-04T18:51:59Z
,"{'total': 1, 'user_ids': [4645327]}",2021-01-28T11:41:08Z
,"{'total': 4, 'user_ids': [4234257, 2240508, 1997489, 1337652]}",2021-01-28T06:00:39Z
,"{'total': 3, 'user_ids': [3084759, 820261, 3708468]}",2021-02-12T14:39:26Z
,,2021-01-27T14:28:33Z
,"{'total': 6, 'user_ids': [3299882, 4597335, 5138136, 4821688, 3604372, 3342553]}",2021-02-25T12:34:36Z
,,2021-02-26T19:38:05Z
,"{'total': 1, 'user_ids': [3056919]}",2021-01-22T19:06:59Z
,"{'total': 3, 'user_ids': [3654986, 815664, 3625253]}",2021-01-28T19:00:36Z
,"{'total': 2, 'user_ids': [1219369, 2087185]}",2021-02-01T22:46:42Z
,"{'total': 1, 'user_ids': [4479160]}",2021-01-25T16:32:00Z
,"{'total': 11, 'user_ids': [4809339, 3628263, 4501140, 4751544, 4478703, 4498791, 336046, 3301048, 4720527, 3754357, 4403202]}",2021-02-02T18:33:45Z
,"{'total': 1, 'user_ids': [3779376]}",2021-02-25T15:00:22Z
,"{'total': 4, 'user_ids': [4738607, 4072445, 4518583, 1556966]}",2021-01-28T12:19:49Z
,"{'total': 1, 'user_ids': [4597048]}",2021-02-25T00:15:05Z
,"{'total': 7, 'user_ids': [4530827, 4613163, 4579207, 3975548, 385546, 3949440, 3143162]}",2021-01-21T21:23:51Z
,"{'total': 5, 'user_ids': [2785899, 3583632, 3056919, 4489095, 4164562]}",2021-01-22T16:15:01Z
,,2021-01-26T20:15:51Z
,"{'total': 1, 'user_ids': [4399678]}",2021-02-25T17:53:27Z
,"{'total': 1, 'user_ids': [3350625]}",2021-02-25T16:07:30Z
,"{'total': 5, 'user_ids': [1695675, 3583632, 3945974, 429625, 4164823]}",2021-01-20T13:53:15Z
,,2021-01-28T07:15:06Z
,"{'total': 1, 'user_ids': [3176521]}",2021-01-28T18:49:44Z
,,2021-01-29T18:47:28Z
"{'reshared_count': 1, 'user_ids': [4069665]}","{'total': 1, 'user_ids': [4557665]}",2021-02-01T22:40:30Z
,"{'total': 4, 'user_ids': [2959855, 947169, 4415423, 4018386]}",2021-01-28T14:49:09Z
,"{'total': 2, 'user_ids': [1550622, 3036068]}",2021-01-22T16:23:48Z
,"{'total': 1, 'user_ids': [1437296]}",2021-01-13T17:17:10Z
,"{'total': 2, 'user_ids': [3809049, 1127403]}",2021-01-29T17:25:05Z
,"{'total': 1, 'user_ids': [3608020]}",2021-02-26T17:14:41Z
,"{'total': 1, 'user_ids': [4639888]}",2021-02-25T20:18:00Z
,,2021-02-17T14:32:55Z
,"{'total': 1, 'user_ids': [3634423]}",2021-01-21T16:38:05Z
,"{'total': 1, 'user_ids': [4404327]}",2021-02-01T06:35:10Z
,"{'total': 3, 'user_ids': [4744191, 4644826, 3801767]}",2021-02-01T02:02:18Z
,,2021-01-26T22:13:02Z
,"{'total': 5, 'user_ids': [3090023, 271515, 3579849, 4484567, 3910594]}",2021-02-02T19:40:12Z
,,2021-01-31T04:23:09Z
,"{'total': 9, 'user_ids': [4624010, 4751626, 4403269, 288003, 3696704, 4633024, 4791228, 4114483, 1156066]}",2021-02-04T17:50:10Z
,"{'total': 6, 'user_ids': [4010918, 4537302, 551453, 724365, 3672653, 4099430]}",2021-01-29T12:27:28Z
,,2021-01-29T13:26:56Z
,"{'total': 2, 'user_ids': [4691349, 3669421]}",2021-01-26T12:16:35Z
,"{'total': 1, 'user_ids': [4250301]}",2021-01-18T10:29:50Z
,"{'total': 1, 'user_ids': [251729]}",2021-02-01T12:30:44Z
,"{'total': 5, 'user_ids': [3826966, 903300, 1483075, 2881928, 4487295]}",2021-01-26T20:17:07Z
,,2021-02-01T13:58:17Z
,,2021-01-29T02:38:05Z
,"{'total': 3, 'user_ids': [465059, 1129926, 4427933]}",2021-01-27T22:17:27Z
,,2021-02-17T19:30:23Z
,"{'total': 1, 'user_ids': [4604390]}",2021-01-26T22:43:06Z
,"{'total': 2, 'user_ids': [3261039, 4811591]}",2021-02-05T20:51:07Z
,"{'total': 2, 'user_ids': [3454250, 3265532]}",2021-02-04T20:27:53Z
,"{'total': 1, 'user_ids': [4471445]}",2021-01-27T11:26:53Z
,,2021-02-01T17:46:59Z
"{'reshared_count': 1, 'user_ids': [4268911]}","{'total': 9, 'user_ids': [217996, 4713940, 4174704, 4547641, 3628263, 3883595, 3690110, 4678057, 4822611]}",2021-02-02T07:49:56Z
,"{'total': 1, 'user_ids': [361873]}",2021-01-28T17:59:14Z
,"{'total': 13, 'user_ids': [4057610, 3307292, 4253239, 1513363, 4910786, 4473507, 254933, 3379351, 2209045, 4457480, 4969805, 4367516, 4980372]}",2021-02-24T22:27:46Z
,"{'total': 2, 'user_ids': [3358050, 4448135]}",2021-02-16T01:55:50Z
,,2021-01-28T13:37:51Z
,"{'total': 1, 'user_ids': [1997489]}",2021-02-11T18:12:16Z
"{'reshared_count': 1, 'user_ids': [250877]}","{'total': 6, 'user_ids': [4044788, 4638994, 4382820, 4550002, 4625925, 4465620]}",2021-01-27T19:33:28Z
,"{'total': 1, 'user_ids': [3407683]}",2021-01-31T15:54:16Z
,"{'total': 7, 'user_ids': [398441, 1563546, 4499835, 713090, 1619691, 597661, 1638932]}",2021-01-28T16:10:35Z
,"{'total': 10, 'user_ids': [1204644, 1512574, 4312459, 2014809, 1174719, 3419044, 1490983, 267684, 4096756, 569388]}",2021-02-25T02:04:20Z
,,2021-02-04T16:36:57Z
,"{'total': 1, 'user_ids': [4530827]}",2021-01-25T18:00:47Z
,,2021-01-27T20:02:46Z
,,2021-02-02T14:17:16Z
,"{'total': 2, 'user_ids': [4346072, 2866434]}",2021-01-29T00:24:14Z
,,2021-01-29T20:39:33Z
,"{'total': 1, 'user_ids': [1288865]}",2021-02-02T02:34:35Z
,,2021-02-02T14:55:57Z
,"{'total': 1, 'user_ids': [4530827]}",2021-01-26T19:19:02Z
,"{'total': 2, 'user_ids': [1146450, 1096123]}",2021-02-03T22:24:03Z
,,2021-01-29T11:13:58Z
"{'reshared_count': 1, 'user_ids': [3920458]}","{'total': 9, 'user_ids': [1705439, 4656503, 2830785, 3759081, 4687926, 3716670, 3920458, 1104456, 4633609]}",2021-01-27T18:06:28Z
,"{'total': 1, 'user_ids': [4512527]}",2021-01-29T00:10:36Z
